yr,mo,dy,date,st,mag,inj,fat,slat,slon,elat,elon,len,wid
1951,6,6,06/06/1951,KS,1,0,0,39.18,-99.03,0,0,0.1,10
1951,6,6,06/06/1951,KS,1,0,0,37.68,-97.12,0,0,0.1,10
1951,6,6,06/06/1951,KS,2,3,0,37.58,-101.33,0,0,0.1,10
1951,6,6,06/06/1951,KS,3,3,0,37.58,-101.37,37.03,-100.93,44.8,10
1951,6,6,06/06/1951,OK,0,0,0,34.83,-99.47,0,0,0.2,33
1951,6,6,06/06/1951,OK,2,0,0,34.7,-97.7,34.73,-97.65,3.8,450
1951,6,6,06/06/1951,TX,0,0,0,35.62,-101.47,0,0,0.1,10
1951,6,6,06/06/1951,TX,0,0,0,35.55,-100.97,0,0,0.1,10
1951,6,6,06/06/1951,TX,1,0,0,35.23,-101.82,0,0,0.1,10
1951,6,6,06/06/1951,TX,2,0,0,34.43,-100.2,34.43,-100.13,3.6,1760
1951,6,6,06/06/1951,TX,3,12,0,35.43,-101.18,35.32,-101.07,10.4,100
1951,6,7,07/06/1951,OK,1,1,0,36.45,-95.75,36.48,-95.65,5.7,33
1951,6,7,07/06/1951,OK,2,0,0,34.5,-99,0,0,0.5,100
1951,6,7,07/06/1951,OK,2,1,0,35.57,-95.27,0,0,0.1,10
1951,6,8,08/06/1951,AL,2,2,0,34.97,-86.43,0,0,0.1,100
1951,6,8,08/06/1951,KS,1,0,0,38.42,-95.62,0,0,0.8,600
1951,6,8,08/06/1951,KS,2,0,0,38.88,-95.35,0,0,0.1,10
1951,6,8,08/06/1951,MO,1,0,0,37.93,-91.88,0,0,0.1,10
1951,6,8,08/06/1951,OK,1,0,0,36.67,-97.33,0,0,0.3,200
1951,6,8,08/06/1951,OK,1,0,0,34.37,-98.72,0,0,0.1,10
1951,6,8,08/06/1951,OK,3,0,0,35.38,-98.8,35.33,-98.62,10.9,173
1951,6,9,09/06/1951,MS,0,0,0,32.9,-90.72,0,0,2,10
1951,6,9,09/06/1951,NC,1,0,0,36,-78.33,36.03,-78.28,3.8,30
1951,6,13,13/06/1951,NC,1,0,0,34.4,-77.53,0,0,1,20
1951,6,13,13/06/1951,VA,2,12,0,37.55,-77.48,37.6,-77.43,4.1,350
1951,6,14,14/06/1951,CO,1,0,0,39,-104.25,0,0,0.1,10
1951,6,14,14/06/1951,ND,0,0,0,46.77,-100.45,0,0,0.1,10
1951,6,15,15/06/1951,KS,0,0,0,39.07,-95.82,0,0,0.5,100
1951,6,15,15/06/1951,TX,1,6,0,32.45,-100.02,32.45,-99.93,4.9,20
1951,6,16,16/06/1951,TX,2,0,0,32.45,-97.42,32.45,-97.17,14.5,20
1951,6,17,17/06/1951,KS,0,0,0,38,-101.78,0,0,0.1,10
1951,6,17,17/06/1951,KS,0,0,0,39.07,-100.23,0,0,0.7,10
1951,6,17,17/06/1951,KS,0,0,0,39.07,-100.3,0,0,0.1,10
1951,6,17,17/06/1951,KS,0,0,0,38.62,-95.08,0,0,0.1,10
1951,6,18,18/06/1951,CO,2,0,0,38.15,-103.97,38.18,-103.42,29.9,10
1951,6,19,19/06/1951,IA,1,0,0,43.38,-96.25,0,0,0.5,17
1951,6,19,19/06/1951,KS,0,0,0,37.1,-99.1,0,0,0.1,10
1951,6,19,19/06/1951,MN,4,20,1,44.88,-94.37,45.22,-93.35,52.6,330
1951,6,19,19/06/1951,NE,1,0,0,42.95,-103.88,42.98,-103.78,4.7,110
1951,6,19,19/06/1951,WI,2,0,0,43.62,-88.5,0,0,1,467
1951,6,20,20/06/1951,KS,1,0,0,39.28,-100.95,0,0,0.1,10
1951,6,20,20/06/1951,KS,2,0,0,38.47,-101.37,38.48,-100.47,48.6,10
1951,6,20,20/06/1951,OK,1,0,0,36.3,-98.18,0,0,0.1,10
1951,6,21,21/06/1951,IN,3,4,0,41.12,-86.48,41.12,-86.35,5.4,1760
1951,6,21,21/06/1951,KS,1,0,0,39.37,-98.88,39.4,-98.47,22.2,10
1951,6,21,21/06/1951,KS,2,0,0,38.53,-99.32,0,0,0.1,10
1951,6,21,21/06/1951,OK,1,0,0,36.63,-102.78,36.67,-102.72,4.3,10
1951,6,22,22/06/1951,KS,0,0,0,37.83,-96.3,0,0,0.1,10
1951,6,22,22/06/1951,OH,2,0,0,41.42,-81.85,0,0,1,100
1951,6,23,23/06/1951,KS,1,0,1,37.12,-101.62,0,0,0.1,10
1951,6,23,23/06/1951,KS,2,5,1,37.18,-101.35,0,0,0.1,10
1951,6,24,24/06/1951,SC,1,0,0,33.32,-81.13,0,0,0.1,10
1951,6,25,25/06/1951,CO,1,1,0,40.85,-102.5,40.58,-102.33,20.2,10
1951,6,25,25/06/1951,IA,2,8,0,43.22,-93.8,0,0,0.8,500
1951,6,25,25/06/1951,MN,2,0,0,43.57,-94.77,43.6,-94.48,14.2,10
1951,6,25,25/06/1951,NE,2,1,0,41.1,-103.05,41.22,-102.92,10.4,57
1951,6,26,26/06/1951,MI,1,0,0,43.67,-84.33,0,0,0.1,10
1951,6,26,26/06/1951,WV,1,1,0,39.13,-81.7,39.13,-81.7,0.1,250
1951,6,27,27/06/1951,IL,3,35,0,39.95,-89.17,39.95,-88.98,9.6,300
1951,6,27,27/06/1951,IL,3,15,1,40.27,-89.47,40.27,-89.12,18.2,200
1951,6,27,27/06/1951,KS,1,0,0,38.87,-99.37,0,0,0.1,10
1951,6,27,27/06/1951,KS,4,100,5,39.03,-99.88,0,0,0.8,300
1951,6,27,27/06/1951,OH,1,0,0,39.5,-84.58,39.53,-84.5,4.7,10
1951,6,27,27/06/1951,PA,2,0,0,40.58,-79.25,40.87,-79.18,19.7,10
1951,6,27,27/06/1951,VA,1,0,0,37.12,-76.53,0,0,0.1,10
1951,7,2,02/07/1951,TX,2,0,0,34.18,-102.12,0,0,1,20
1951,7,3,03/07/1951,WI,2,0,0,43.48,-90.23,0,0,0.5,50
1951,7,4,04/07/1951,KS,0,0,0,37.58,-99.6,0,0,0.1,10
1951,7,4,04/07/1951,MO,2,1,0,37.15,-94.47,0,0,0.1,100
1951,7,6,06/07/1951,NC,1,0,0,33.92,-78.23,0,0,0.1,10
1951,7,7,07/07/1951,KS,2,0,0,39.25,-99.57,0,0,0.1,10
1951,7,7,07/07/1951,NE,0,0,0,40.85,-101.55,40.88,-101.45,5.1,10
1951,7,8,08/07/1951,MO,2,0,0,39.22,-94.02,39.25,-94.02,2.3,100
1951,7,8,08/07/1951,SD,2,1,0,45.37,-96.83,0,0,0.1,10
1951,7,9,09/07/1951,IN,2,0,0,40.48,-86.12,0,0,1,1760
1951,7,9,09/07/1951,MO,1,0,0,36.55,-91.7,0,0,2,440
1951,7,13,13/07/1951,NE,0,0,0,41.23,-102.58,0,0,0.1,10
1951,7,15,15/07/1951,OK,0,0,0,34.8,-94.8,0,0,0.1,100
1951,7,15,15/07/1951,OK,0,0,0,34.8,-94.8,0,0,0.1,100
1951,7,15,15/07/1951,OK,2,0,0,34.8,-94.8,0,0,0.1,100
1951,7,17,17/07/1951,IA,1,2,0,43.18,-95.87,0,0,0.1,10
1951,7,20,20/07/1951,MN,3,40,5,44.93,-93.5,44.88,-93.27,11.6,10
1951,7,20,20/07/1951,SD,2,4,0,44.9,-96.08,0,0,1,10
1951,7,21,21/07/1951,MI,2,0,0,42.15,-83.55,0,0,0.5,217
1951,7,21,21/07/1951,PA,0,0,0,41.8,-76.47,0,0,0.1,10
1951,7,22,22/07/1951,FL,2,0,0,27.73,-82.43,0,0,0.1,10
1951,7,22,22/07/1951,KS,2,0,0,39.48,-97.58,39.4,-97.48,7.7,10
1951,7,27,27/07/1951,OK,1,0,0,36.13,-99.8,0,0,0.1,10
1951,8,6,06/08/1951,KS,0,0,0,37.55,-99.63,0,0,0.1,10
1951,8,7,07/08/1951,KS,0,0,0,38.75,-99.83,0,0,0.1,10
1951,8,7,07/08/1951,KS,1,0,0,37.05,-101.77,0,0,0.1,10
1951,8,8,08/08/1951,NE,1,0,0,41.75,-103.25,41.77,-103.2,0.1,440
1951,8,9,09/08/1951,NC,2,0,0,35.75,-81.33,0,0,0.5,100
1951,8,10,10/08/1951,KS,1,0,0,39.87,-101.67,39.87,-101.62,2.3,250
1951,8,10,10/08/1951,NM,0,0,0,36.67,-103.95,36.78,-103.78,12.2,30
1951,8,10,10/08/1951,OK,1,2,0,35.8,-97.2,35.88,-97.17,5.9,200
1951,8,13,13/08/1951,KS,1,0,0,38.23,-97.77,0,0,0.1,10
1951,8,13,13/08/1951,KS,1,0,0,38.23,-97.77,0,0,0.1,10
1951,8,14,14/08/1951,ND,1,0,0,46.38,-102.25,0,0,0.1,10
1951,8,15,15/08/1951,MI,1,0,0,42.67,-84.83,42.7,-84.78,2.3,100
1951,8,15,15/08/1951,MI,1,0,0,43.18,-83.22,0,0,0.2,300
1951,8,15,15/08/1951,MI,2,0,0,42.9,-84.88,43,-84.33,28.5,333
1951,8,20,20/08/1951,CT,2,0,0,41.87,-72.25,0,0,0.1,50
1951,8,21,21/08/1951,CT,2,9,0,41.62,-73.42,41.8,-72.6,43.9,100
1951,8,21,21/08/1951,CT,3,8,0,41.58,-72.5,0,0,0.1,10
1951,8,21,21/08/1951,MA,2,0,0,42.7,-71.13,42.77,-70.97,9.3,100
1951,8,21,21/08/1951,NH,2,0,0,42.83,-71.13,42.9,-71.07,4.9,67
1951,8,22,22/08/1951,LA,1,0,0,30.25,-93.42,0,0,0.5,33
1951,8,23,23/08/1951,KS,0,0,0,38.58,-99.57,0,0,0.1,10
1951,8,24,24/08/1951,KS,0,0,0,38.67,-95.17,0,0,0.1,10
1951,8,24,24/08/1951,KS,2,0,0,39.78,-100.92,39.8,-100.85,3.3,100
1951,8,26,26/08/1951,IA,1,0,0,42.85,-95.95,42.92,-95.87,5.6,140
1951,8,31,31/08/1951,KS,1,0,0,38.67,-97.67,0,0,0.1,10
1951,8,31,31/08/1951,KS,1,0,0,38.67,-96.95,0,0,0.1,10
1951,8,31,31/08/1951,OK,1,0,0,36.73,-98.67,0,0,0.5,440
1951,9,2,02/09/1951,LA,1,0,0,31.92,-92.73,0,0,0.5,100
1951,9,9,09/09/1951,MS,2,0,0,33.5,-88.43,0,0,0.1,100
1951,9,9,09/09/1951,OK,2,0,0,36.62,-95.02,0,0,2,67
1951,9,12,12/09/1951,WI,3,1,0,44.63,-92.08,44.92,-91.75,24.4,200
1951,9,23,23/09/1951,KS,0,0,0,38.62,-99.52,0,0,0.8,100
1951,9,26,26/09/1951,MI,2,3,1,43.78,-85.87,43.78,-85.8,2.3,440
1951,9,26,26/09/1951,WI,4,9,1,43.47,-89.25,43.53,-89.08,9,100
1951,9,26,26/09/1951,WI,4,3,6,44.33,-89.3,44.47,-88.78,26.4,100
1951,9,27,27/09/1951,LA,2,0,0,29.87,-90.13,0,0,1,20
1951,10,21,21/10/1951,OK,1,0,0,36.53,-97.07,0,0,2,880
1951,10,23,23/10/1951,AR,2,4,0,35,-93.5,0,0,0.1,10
1951,11,1,01/11/1951,LA,1,0,0,30.08,-89.8,0,0,0.3,100
1951,11,1,01/11/1951,VA,1,0,0,37.22,-76.52,0,0,0.1,230
1951,11,13,13/11/1951,IL,2,0,0,40.2,-89.72,40.6,-88.98,47.4,50
1951,11,13,13/11/1951,IL,2,7,0,37.9,-89.53,37.97,-89.43,7.1,250
1951,11,13,13/11/1951,IN,2,0,0,41.6,-87.33,0,0,0.3,400
1951,11,13,13/11/1951,KY,3,11,1,37.02,-88.33,0,0,2,10
1951,11,13,13/11/1951,MO,3,1,0,36.62,-89.75,0,0,1,27
1951,11,14,14/11/1951,TN,2,0,0,35.22,-87.03,0,0,0.2,10
1951,11,15,15/11/1951,AL,2,2,0,34.2,-86.7,0,0,0.1,150
1951,11,15,15/11/1951,AL,2,6,0,34.83,-87.8,0,0,1.5,177
1951,11,16,16/11/1951,AL,2,1,0,34.08,-86.52,0,0,1.5,10
1951,11,16,16/11/1951,GA,1,0,0,31.53,-84.17,0,0,0.5,100
1951,12,4,04/12/1951,FL,1,0,0,28.12,-82.03,0,0,0.1,27
1951,12,6,06/12/1951,IL,3,1,1,41.33,-89.18,41.65,-89.12,21.9,150
1951,12,6,06/12/1951,OR,1,0,0,44.18,-123.23,0,0,0.3,50
1951,12,8,08/12/1951,MS,0,0,0,32.17,-90.8,0,0,0.5,350
1951,12,18,18/12/1951,FL,1,0,0,30.35,-81.75,0,0,0.5,33
1951,12,18,18/12/1951,FL,1,0,0,27.77,-82.63,0,0,2.8,100
1951,12,18,18/12/1951,FL,2,0,0,27.75,-81.8,0,0,0.1,150
1951,12,18,18/12/1951,FL,2,0,0,27.78,-81.53,0,0,0.1,10
1951,12,18,18/12/1951,MA,2,0,0,41.37,-70.53,0,0,0.1,10
1951,12,20,20/12/1951,MS,1,0,0,33.13,-89.05,0,0,2,900
1952,1,17,17/01/1952,PA,2,0,0,41.6,-80.3,0,0,0.5,400
1952,1,22,22/01/1952,AL,1,0,0,32.92,-85.97,0,0,0.1,10
1952,1,22,22/01/1952,GA,2,8,0,31.27,-84.02,31.33,-83.9,8.7,350
1952,1,26,26/01/1952,AR,1,0,0,34.42,-91.4,0,0,0.1,10
1952,1,26,26/01/1952,AR,1,0,0,34.48,-91.55,0,0,0.1,10
1952,1,28,28/01/1952,FL,1,3,0,30.47,-85.25,0,0,0.5,17
1952,1,28,28/01/1952,FL,2,0,0,30.5,-84.23,0,0,1.5,33
1952,1,28,28/01/1952,GA,1,0,0,33.03,-83.97,33.03,-83.9,3.8,400
1952,1,28,28/01/1952,GA,1,1,0,31.58,-84.17,0,0,2,100
1952,1,28,28/01/1952,GA,1,2,0,31.47,-83.5,0,0,0.1,400
1952,1,28,28/01/1952,GA,1,1,0,32.58,-82.33,0,0,0.1,33
1952,1,28,28/01/1952,GA,2,0,0,31.52,-83.78,0,0,1,100
1952,2,1,01/02/1952,TX,2,0,0,30.08,-93.77,0,0,1,67
1952,2,13,13/02/1952,AL,1,6,0,34.02,-86.75,34.07,-86.67,6,400
1952,2,13,13/02/1952,AL,3,14,1,33.57,-87.67,33.62,-87.62,5.6,100
1952,2,13,13/02/1952,AL,3,26,1,33.6,-86.93,0,0,0.1,200
1952,2,13,13/02/1952,AR,2,5,0,35.95,-90.15,0,0,0.3,10
1952,2,13,13/02/1952,LA,0,0,0,32.98,-94,0,0,1,133
1952,2,13,13/02/1952,MO,2,0,0,36.07,-89.93,36.15,-89.87,6.8,100
1952,2,13,13/02/1952,MS,0,0,0,32.77,-89.1,0,0,0.1,10
1952,2,13,13/02/1952,MS,1,1,0,33.85,-88.47,0,0,0.1,10
1952,2,13,13/02/1952,MS,1,2,0,30.42,-89.48,0,0,0.1,10
1952,2,13,13/02/1952,TN,1,0,0,36.05,-87.03,0,0,0.3,200
1952,2,13,13/02/1952,TN,1,0,0,35.23,-86.82,0,0,0.2,400
1952,2,13,13/02/1952,TN,2,0,0,36,-88.12,0,0,0.3,300
1952,2,13,13/02/1952,TN,3,2,0,35.22,-86.6,35.22,-86.47,7.4,350
1952,2,13,13/02/1952,TN,3,2,0,35.25,-85.83,35.27,-85.75,5.1,400
1952,2,13,13/02/1952,TN,4,44,3,35.2,-86.3,35.22,-86.08,12.7,100
1952,2,19,19/02/1952,LA,2,5,0,32.35,-94,0,0,0.5,200
1952,2,20,20/02/1952,FL,2,4,0,30.17,-85.7,0,0,1.5,73
1952,2,26,26/02/1952,FL,1,0,0,26.57,-80.12,0,0,1.5,17
1952,2,29,29/02/1952,AL,3,12,0,34.5,-85.7,34.53,-85.67,3.3,400
1952,2,29,29/02/1952,GA,2,0,0,34.4,-83.33,34.42,-83.2,7.8,77
1952,2,29,29/02/1952,GA,2,3,0,34.37,-83.58,34.37,-83.42,9.4,300
1952,2,29,29/02/1952,GA,2,5,0,34.12,-83.67,0,0,0.2,17
1952,2,29,29/02/1952,TN,1,166,3,35.42,-86.7,0,0,0.1,100
1952,2,29,29/02/1952,TN,2,0,0,35.53,-85.85,0,0,1,400
1952,2,29,29/02/1952,TN,2,0,0,35.3,-84.67,35.45,-84.47,15.3,587
1952,2,29,29/02/1952,TN,4,150,2,35.15,-86.58,0,0,2,300
1952,3,2,02/03/1952,TX,0,0,0,32.97,-96.58,0,0,0.2,10
1952,3,3,03/03/1952,AL,3,6,0,33.33,-87.9,33.37,-87.87,3.3,440
1952,3,3,03/03/1952,AR,1,0,0,35.13,-93.93,0,0,0.6,50
1952,3,3,03/03/1952,GA,3,4,0,32.8,-83.68,32.78,-83.62,4.3,400
1952,3,10,10/03/1952,LA,3,0,0,32.23,-93.65,32.78,-93.07,50.9,650
1952,3,13,13/03/1952,GA,1,0,0,31.65,-84.17,0,0,1,150
1952,3,17,17/03/1952,TX,0,0,0,32.92,-98.25,0,0,0.5,20
1952,3,17,17/03/1952,TX,1,0,0,33.88,-98.58,0,0,0.1,33
1952,3,18,18/03/1952,IL,1,1,0,39.18,-90.37,39.22,-90.32,3,10
1952,3,18,18/03/1952,IL,2,0,0,38.1,-89.93,38.15,-89.87,4.9,100
1952,3,18,18/03/1952,MO,2,1,0,37.75,-90.5,37.88,-90.22,18.4,100
1952,3,18,18/03/1952,MO,2,0,0,37.37,-89.78,37.45,-89.73,6.2,500
1952,3,21,21/03/1952,AR,0,5,1,34.72,-91.57,0,0,0.1,417
1952,3,21,21/03/1952,AR,2,6,0,34.95,-92.42,0,0,0.1,10
1952,3,21,21/03/1952,AR,2,15,5,34.8,-91.8,34.98,-91.73,13.3,417
1952,3,21,21/03/1952,AR,3,0,0,34.72,-92.82,34.78,-92.52,17.7,440
1952,3,21,21/03/1952,AR,3,0,0,35.13,-91.45,35.27,-91.18,17.6,600
1952,3,21,21/03/1952,AR,3,6,0,35.47,-91.2,35.8,-90.97,28.5,440
1952,3,21,21/03/1952,AR,3,5,1,35.53,-90.42,35.62,-90.28,9.4,200
1952,3,21,21/03/1952,AR,3,57,1,35.67,-90.52,35.95,-89.9,39.7,880
1952,3,21,21/03/1952,AR,3,96,3,35.6,-90.72,35.67,-90.52,51.8,880
1952,3,21,21/03/1952,AR,3,9,9,34.53,-91.8,34.73,-91.65,16.2,10
1952,3,21,21/03/1952,AR,4,6,2,34.9,-91.85,34.8,-91.8,7.6,10
1952,3,21,21/03/1952,AR,4,5,4,35.42,-91,0,0,0.1,880
1952,3,21,21/03/1952,AR,4,9,7,34.02,-94.02,34.22,-93.97,13,833
1952,3,21,21/03/1952,AR,4,180,29,35,-91.25,35.13,-91.08,13.1,880
1952,3,21,21/03/1952,AR,4,325,50,35.22,-91.7,35.37,-91.52,14.6,1760
1952,3,21,21/03/1952,MO,4,100,17,36.05,-89.82,36.07,-89.7,6.5,880
1952,3,21,21/03/1952,MS,0,1,0,32.47,-90.12,0,0,0.1,20
1952,3,21,21/03/1952,MS,4,74,16,34.87,-89.68,35.12,-89.28,29.6,427
1952,3,21,21/03/1952,TN,2,0,0,35.85,-87.68,0,0,0.3,500
1952,3,21,21/03/1952,TN,2,8,1,35.93,-88.5,0,0,0.1,150
1952,3,21,21/03/1952,TN,2,2,2,35.8,-88.78,0,0,0.1,150
1952,3,21,21/03/1952,TN,3,3,0,35.85,-88.67,0,0,0.1,100
1952,3,21,21/03/1952,TN,3,19,0,36.02,-88.27,36.07,-88.2,5.1,177
1952,3,21,21/03/1952,TN,3,30,10,35.95,-89.43,36.13,-89.2,18.1,1000
1952,3,21,21/03/1952,TN,4,10,2,36.02,-89.2,36.08,-89.18,4.7,200
1952,3,21,21/03/1952,TN,4,5,4,36.1,-89.27,0,0,2,200
1952,3,21,21/03/1952,TN,4,157,38,35.27,-88.98,35.63,-88.28,46.8,177
1952,3,22,22/03/1952,AL,4,50,4,34.6,-87,34.68,-86.63,21.6,100
1952,3,22,22/03/1952,KY,3,18,0,37.53,-85.72,37.55,-85.67,2.7,10
1952,3,22,22/03/1952,TN,1,1,0,36.25,-85.93,0,0,0.3,10
1952,3,22,22/03/1952,TN,2,10,3,35.87,-87.58,0,0,0.5,40
1952,4,3,03/04/1952,LA,1,0,0,32.95,-92.83,0,0,2,67
1952,4,3,03/04/1952,TX,2,1,0,33.6,-96.7,33.63,-96.63,4.9,200
1952,4,4,04/04/1952,AL,1,2,0,30.7,-88.28,0,0,0.2,200
1952,4,4,04/04/1952,FL,1,1,0,30.17,-85.7,0,0,0.1,20
1952,4,4,04/04/1952,LA,2,3,0,29.87,-91.62,29.93,-91.55,6.4,20
1952,4,4,04/04/1952,LA,2,33,4,30.37,-92.13,30.4,-91.8,20.4,67
1952,4,4,04/04/1952,LA,3,10,0,30.17,-92.87,30.37,-92.3,36.7,100
1952,4,5,05/04/1952,MD,0,0,0,39.12,-75.75,0,0,0.3,33
1952,4,5,05/04/1952,MD,1,0,0,39.45,-77.55,0,0,1,50
1952,4,5,05/04/1952,MD,1,1,0,39.63,-77.42,0,0,1,50
1952,4,5,05/04/1952,NC,2,0,0,35.8,-78.88,35.9,-78.88,6.9,300
1952,4,5,05/04/1952,NJ,1,0,0,40.63,-74.32,0,0,0.2,33
1952,4,5,05/04/1952,PA,0,6,0,40.23,-76.8,0,0,0.1,10
1952,4,5,05/04/1952,PA,1,0,0,41.12,-75.28,0,0,1,10
1952,4,5,05/04/1952,PA,3,4,0,39.8,-76.98,39.95,-76.72,17.5,10
1952,4,5,05/04/1952,VA,2,2,0,38.22,-78.83,0,0,1,150
1952,4,5,05/04/1952,VA,2,0,0,38.37,-78.73,38.42,-78.67,4.9,10
1952,4,8,08/04/1952,KS,1,0,0,37.87,-99.47,0,0,0.1,10
1952,4,8,08/04/1952,OK,0,0,0,35.25,-99.7,35.85,-99.35,45.9,100
1952,4,13,13/04/1952,OH,1,4,0,40.53,-81.5,0,0,0.1,10
1952,4,18,18/04/1952,TX,1,0,0,32.22,-95.85,0,0,0.8,200
1952,4,20,20/04/1952,OK,0,0,0,34.67,-99.5,0,0,1.5,440
1952,4,20,20/04/1952,OK,0,0,0,34.67,-99.5,0,0,1.5,440
1952,4,20,20/04/1952,OK,0,0,0,34.67,-99.5,0,0,1.5,440
1952,4,20,20/04/1952,OK,1,0,0,34.88,-99.87,36.15,-99.3,0.1,20
1952,4,21,21/04/1952,OK,0,0,0,36.87,-97.33,0,0,0.3,50
1952,4,21,21/04/1952,TX,4,0,0,31.5,-97.45,31.48,-97.42,2.3,200
1952,4,22,22/04/1952,AR,1,0,0,33.32,-93.25,0,0,0.3,150
1952,4,22,22/04/1952,AR,1,0,0,35.9,-91.63,0,0,0.1,100
1952,4,22,22/04/1952,KS,0,0,0,39.18,-96.75,0,0,0.1,10
1952,4,23,23/04/1952,LA,0,0,0,30.88,-90.5,0,0,0.5,20
1952,4,29,29/04/1952,KS,0,0,0,37.08,-100.08,0,0,0.1,10
1952,4,29,29/04/1952,NE,1,0,0,40.15,-99.8,0,0,1,20
1952,4,30,30/04/1952,KS,0,0,0,38.07,-98.67,0,0,0.1,10
1952,4,30,30/04/1952,KS,0,0,0,37.75,-99.83,0,0,0.1,10
1952,4,30,30/04/1952,OK,2,0,0,36.77,-99.08,36.77,-98.83,13.7,200
1952,4,30,30/04/1952,TX,3,6,0,31.45,-100.47,0,0,0.5,100
1952,5,6,06/05/1952,NY,2,0,0,44.33,-74,44.38,-73.92,4.9,200
1952,5,7,07/05/1952,MO,1,0,0,40.1,-94.53,0,0,1.5,400
1952,5,8,08/05/1952,CO,2,1,0,39.48,-102.6,0,0,2.5,200
1952,5,8,08/05/1952,NE,1,0,0,41.18,-103.33,0,0,0.1,10
1952,5,8,08/05/1952,WY,1,0,0,42.93,-104.33,0,0,2,100
1952,5,9,09/05/1952,IN,1,0,0,39.8,-86.07,39.87,-85.78,15.6,13
1952,5,10,10/05/1952,AL,1,0,0,33.73,-87.75,0,0,0.2,50
1952,5,10,10/05/1952,AL,1,0,0,33.73,-87.75,0,0,0.2,50
1952,5,10,10/05/1952,AL,1,0,0,33.73,-87.75,0,0,0.2,50
1952,5,10,10/05/1952,NC,2,6,0,36.1,-77.25,0,0,0.1,10
1952,5,10,10/05/1952,SC,3,4,2,34.8,-82.25,34.8,-81.85,22.7,83
1952,5,11,11/05/1952,GA,3,10,0,31.37,-83.25,31.4,-83.2,4.3,200
1952,5,13,13/05/1952,NE,1,0,0,41.42,-103.07,0,0,0.1,10
1952,5,15,15/05/1952,CO,3,5,0,40.33,-104.57,40.25,-104.47,7.4,150
1952,5,19,19/05/1952,LA,0,0,0,29.6,-90.67,0,0,1,33
1952,5,20,20/05/1952,NC,2,2,0,35.47,-76.38,0,0,1.5,33
1952,5,21,21/05/1952,KS,0,0,0,39.52,-99,0,0,0.1,10
1952,5,21,21/05/1952,KS,2,0,0,39.68,-97.87,0,0,0.2,100
1952,5,22,22/05/1952,KS,4,3,0,38.98,-95.22,39.07,-94.72,26.9,440
1952,5,22,22/05/1952,MO,2,1,0,38.9,-94.27,38.93,-94.23,1.3,440
1952,5,22,22/05/1952,OK,1,0,0,34.75,-97.92,0,0,0.1,10
1952,5,23,23/05/1952,FL,0,1,0,28.55,-82.38,0,0,0.1,10
1952,5,23,23/05/1952,IA,1,0,0,43.33,-93.08,0,0,0.1,10
1952,5,23,23/05/1952,IA,2,0,0,42.75,-92.97,0,0,0.1,17
1952,5,23,23/05/1952,OK,1,0,0,36.02,-96.82,0,0,0.1,10
1952,5,23,23/05/1952,OK,1,0,0,34.67,-98.87,34.83,-98.65,16.9,100
1952,5,23,23/05/1952,OK,2,1,0,34.62,-98.42,0,0,0.3,150
1952,5,23,23/05/1952,OK,2,0,0,34.65,-98.43,0,0,0.1,200
1952,5,23,23/05/1952,TX,0,1,0,32.22,-95.62,0,0,0.5,33
1952,5,23,23/05/1952,TX,1,1,0,31.45,-100.48,31.45,-100.37,7.1,50
1952,5,24,24/05/1952,IL,1,0,0,39.5,-90.02,0,0,0.1,10
1952,5,24,24/05/1952,OH,1,0,0,41.42,-81.5,0,0,0.1,200
1952,5,26,26/05/1952,NE,0,0,0,41.2,-103.03,0,0,2,33
1952,5,30,30/05/1952,FL,2,0,0,27.93,-82.82,0,0,0.1,10
1952,6,1,01/06/1952,OK,1,0,0,35.5,-100,0,0,0.1,10
1952,6,2,02/06/1952,IA,2,1,0,41.9,-95.4,41.88,-95.33,2.3,100
1952,6,4,04/06/1952,AR,2,0,0,36.12,-90.93,0,0,0.1,10
1952,6,4,04/06/1952,OK,1,0,0,36.07,-98.32,0,0,0.1,10
1952,6,5,05/06/1952,TX,1,0,0,33.65,-96.75,33.83,-96.65,13.8,33
1952,6,10,10/06/1952,ND,2,0,0,46.78,-103.02,46.78,-102.8,10.1,10
1952,6,10,10/06/1952,ND,3,0,0,47.07,-104,47.2,-104.03,8.8,300
1952,6,12,12/06/1952,SC,1,0,0,33.42,-81.42,0,0,2,167
1952,6,13,13/06/1952,FL,1,0,0,27.77,-82.62,0,0,2.5,10
1952,6,15,15/06/1952,ND,3,1,0,47.4,-99.55,0,0,1.7,10
1952,6,15,15/06/1952,NE,1,0,0,42.48,-98.67,0,0,1,10
1952,6,15,15/06/1952,OK,1,0,0,35.62,-99.68,0,0,0.1,10
1952,6,18,18/06/1952,AR,0,0,0,34.7,-92.08,0,0,0.1,10
1952,6,19,19/06/1952,KS,2,0,0,37.18,-97.42,37.22,-97.37,3.3,60
1952,6,20,20/06/1952,ND,0,0,0,47.92,-102.13,0,0,0.1,10
1952,6,21,21/06/1952,KS,2,0,0,39.13,-95.15,39.13,-94.68,24.9,10
1952,6,21,21/06/1952,OK,1,0,0,36.28,-98.42,0,0,0.3,440
1952,6,23,23/06/1952,IA,4,4,0,42.75,-95.85,42.9,-95.42,24.1,400
1952,6,23,23/06/1952,MN,2,0,0,45.3,-95.5,45.35,-95.33,8.4,220
1952,6,23,23/06/1952,MN,2,10,0,44,-95.28,44.85,-93.47,104.8,220
