yr,mo,dy,date,st,mag,inj,fat,slat,slon,elat,elon,len,wid
1952,6,23,23/06/1952,SD,0,0,0,44.02,-98.1,0,0,2,43
1952,6,23,23/06/1952,WI,3,6,2,45.42,-92.63,45.58,-92.33,18.2,100
1952,6,24,24/06/1952,MN,2,15,0,44.33,-93.85,45.2,-93.07,70.9,267
1952,6,24,24/06/1952,SD,0,0,0,44.18,-101.45,0,0,0.1,10
1952,6,26,26/06/1952,CO,2,0,0,40,-103.6,0,0,7,10
1952,6,26,26/06/1952,KS,2,0,0,39.68,-99.45,39.77,-99.25,12,10
1952,6,26,26/06/1952,NE,2,0,0,40.63,-96.93,40.58,-96.92,2.7,10
1952,6,27,27/06/1952,KS,2,0,0,39.75,-100.12,39.78,-100.08,1.9,100
1952,6,27,27/06/1952,SD,1,0,0,45.2,-99.4,0,0,0.1,10
1952,6,28,28/06/1952,SD,0,0,0,43.45,-99.08,0,0,1,100
1952,6,28,28/06/1952,SD,1,0,0,43.23,-97.58,0,0,0.1,10
1952,6,29,29/06/1952,FL,1,0,0,27.75,-82.65,0,0,0.1,10
1952,6,29,29/06/1952,OK,2,1,0,34.38,-99,0,0,0.1,10
1952,6,30,30/06/1952,TN,1,0,0,36.03,-86.77,0,0,0.3,10
1952,7,1,01/07/1952,ND,2,0,0,47.82,-103.55,47.8,-103.33,9.7,10
1952,7,1,01/07/1952,ND,3,0,0,46.07,-96.95,0,0,0.5,10
1952,7,1,01/07/1952,ND,4,26,1,47.05,-100.5,47.2,-99.5,48,150
1952,7,2,02/07/1952,IA,1,0,0,43.4,-96.1,0,0,0.1,10
1952,7,2,02/07/1952,MN,1,0,0,45.87,-96.18,45.82,-96.12,4.1,217
1952,7,6,06/07/1952,KS,0,0,0,39.73,-101.98,0,0,0.1,10
1952,7,6,06/07/1952,KS,1,0,0,39.83,-100.2,40,-100.13,11.9,10
1952,7,6,06/07/1952,KS,2,0,0,39.27,-101.85,0,0,0.1,10
1952,7,7,07/07/1952,OK,1,0,0,35.33,-97.83,35.37,-97.78,3.6,50
1952,7,9,09/07/1952,ND,2,0,0,47.92,-97.17,0,0,0.1,10
1952,7,12,12/07/1952,NE,1,0,0,41.17,-103,40.92,-102.58,27.6,10
1952,7,13,13/07/1952,OK,1,0,0,35.93,-97.73,0,0,1,10
1952,7,13,13/07/1952,OK,1,0,0,36.32,-95.7,0,0,0.1,10
1952,7,16,16/07/1952,AR,2,0,0,33.45,-93.97,33.47,-93.97,1.1,50
1952,7,16,16/07/1952,AR,2,0,0,33.45,-93.97,33.47,-93.97,1.1,50
1952,7,16,16/07/1952,MN,2,0,0,46.72,-96.53,46.83,-96.42,9.4,333
1952,7,16,16/07/1952,OK,1,0,0,36.87,-100.88,0,0,0.1,30
1952,7,17,17/07/1952,IL,1,0,0,41.1,-90.78,0,0,0.1,10
1952,7,17,17/07/1952,MO,1,0,0,38.97,-91.5,0,0,0.2,10
1952,7,19,19/07/1952,MT,3,0,0,46.37,-104.28,46.37,-103.12,55.5,10
1952,7,19,19/07/1952,MT,3,2,1,46.97,-104.25,47.02,-103.88,16.4,10
1952,7,19,19/07/1952,PA,2,0,0,41.93,-79.75,41.92,-79.63,5.6,27
1952,7,23,23/07/1952,NC,2,0,0,36.25,-77.75,0,0,0.1,10
1952,7,23,23/07/1952,PA,2,4,0,40.62,-77.57,0,0,0.1,10
1952,7,24,24/07/1952,ND,2,0,0,47,-98.67,47,-98.5,7.3,10
1952,7,27,27/07/1952,MN,2,4,0,43.72,-93.48,0,0,1.5,133
1952,7,29,29/07/1952,MS,1,0,0,31.62,-89.53,0,0,0.1,10
1952,8,3,03/08/1952,MS,2,0,0,34.37,-89.52,0,0,0.3,200
1952,8,7,07/08/1952,KS,1,0,0,37.93,-99.42,0,0,0.1,10
1952,8,7,07/08/1952,KS,3,0,0,39,-98.52,39.05,-98.45,4.7,10
1952,8,10,10/08/1952,NJ,1,0,0,40,-74.6,40.42,-74.07,39.3,100
1952,8,12,12/08/1952,TX,1,0,0,33.12,-98.6,0,0,0.7,50
1952,8,13,13/08/1952,NE,3,1,0,41.47,-97.28,41.25,-96.38,44.4,1300
1952,8,13,13/08/1952,NE,4,20,0,41.22,-96.58,40.93,-96.22,26.7,110
1952,8,14,14/08/1952,KS,2,0,0,38.68,-97.02,0,0,1.5,100
1952,8,15,15/08/1952,OK,2,0,0,35.8,-97.5,35.85,-97.43,5.1,77
1952,8,16,16/08/1952,FL,1,0,0,26.77,-80.22,0,0,0.2,17
1952,8,16,16/08/1952,PA,1,0,0,40.62,-76.72,0,0,0.5,30
1952,8,21,21/08/1952,MO,2,13,1,38.68,-93.27,38.7,-93.23,1.3,300
1952,8,27,27/08/1952,MN,1,0,0,45.58,-96.22,45.58,-95.93,13.3,10
1952,8,31,31/08/1952,MD,1,0,0,39.02,-77.22,39.03,-77.23,0.1,70
1952,8,31,31/08/1952,NC,1,0,0,36.25,-80.17,0,0,0.1,10
1952,8,31,31/08/1952,VA,1,0,0,38.78,-77.15,0,0,2,100
1952,9,17,17/09/1952,NC,3,0,0,35.95,-75.6,0,0,1,50
1952,11,14,14/11/1952,AZ,0,0,0,35.13,-112.57,0,0,0.2,200
1952,11,16,16/11/1952,MO,3,2,0,40.45,-95.07,40.57,-94.68,21.6,600
1952,11,17,17/11/1952,AR,2,2,0,34.57,-94.4,34.95,-93.9,39.2,100
1952,11,17,17/11/1952,IA,0,0,0,41.55,-91.08,0,0,0.1,50
1952,11,17,17/11/1952,KS,1,0,0,39.67,-95.87,0,0,0.1,10
1952,11,19,19/11/1952,NC,2,1,0,36.43,-78.72,0,0,1,50
1952,12,3,03/12/1952,TX,2,4,0,30.9,-95.3,30.95,-95.08,13.3,100
1952,12,9,09/12/1952,KY,3,3,0,37.68,-87.3,37.95,-86.73,35,880
1952,12,20,20/12/1952,CA,0,0,0,34.4,-118.53,0,0,0.1,10
1953,1,7,07/01/1953,AR,2,2,0,33.83,-92.17,33.87,-92.1,4.5,100
1953,1,8,08/01/1953,AL,1,0,0,32.62,-86.98,0,0,0.5,167
1953,1,8,08/01/1953,AL,2,0,0,33.42,-86.12,33.45,-86.08,3,867
1953,1,8,08/01/1953,SC,2,2,0,34.02,-79.77,34.12,-79.65,9.6,150
1953,1,9,09/01/1953,FL,1,0,0,28.57,-82.48,0,0,0.5,10
1953,1,9,09/01/1953,FL,1,0,0,28.57,-81.75,0,0,0.1,10
1953,1,9,09/01/1953,FL,2,12,0,27.83,-82.17,27.95,-82.1,9.2,100
1953,1,20,20/01/1953,AL,1,1,0,34.1,-86.5,0,0,0.1,10
1953,1,20,20/01/1953,AL,3,0,0,33.8,-87.23,0,0,1.5,50
1953,1,20,20/01/1953,GA,1,1,0,32.68,-84.9,0,0,0.4,33
1953,1,20,20/01/1953,GA,1,1,0,31.5,-83.55,31.53,-83.42,8.3,150
1953,1,20,20/01/1953,TN,2,0,0,35.7,-85.85,0,0,0.5,500
1953,1,22,22/01/1953,MS,2,1,0,31.55,-90.88,32.12,-90.5,45.2,100
1953,1,23,23/01/1953,AL,3,1,0,31.53,-88,31.57,-87.9,6.5,300
1953,2,6,06/02/1953,LA,3,21,2,30.48,-90.7,30.53,-90.45,15.6,400
1953,2,19,19/02/1953,OK,1,0,0,34.72,-97.62,0,0,1.3,17
1953,2,19,19/02/1953,OK,1,0,0,33.85,-97.03,0,0,0.5,10
1953,2,19,19/02/1953,OK,1,0,0,34.45,-96.97,34.5,-96.92,4.7,67
1953,2,19,19/02/1953,OK,1,0,0,34,-96.75,0,0,0.1,10
1953,2,19,19/02/1953,TX,1,0,0,32.1,-94.6,0,0,0.1,10
1953,2,19,19/02/1953,TX,1,0,0,31.72,-94.83,0,0,0.1,10
1953,2,20,20/02/1953,AL,2,2,0,33.95,-87.8,0,0,0.5,300
1953,2,20,20/02/1953,AL,2,1,0,33.93,-87.37,0,0,0.7,100
1953,2,20,20/02/1953,AL,2,6,0,34.38,-87.07,34.42,-86.95,7.1,220
1953,2,20,20/02/1953,AL,3,8,1,34.7,-87.7,0,0,0.1,20
1953,2,20,20/02/1953,AR,1,0,0,34.77,-91.57,0,0,0.1,33
1953,2,20,20/02/1953,MS,1,0,0,33.52,-89.92,33.7,-89.73,16.5,100
1953,2,20,20/02/1953,MS,1,0,0,34.03,-88.88,34.32,-88.73,21.3,100
1953,2,20,20/02/1953,MS,2,2,0,33.03,-91.02,0,0,1,100
1953,2,20,20/02/1953,MS,2,1,0,34.25,-89.05,34.35,-88.83,14.2,880
1953,3,12,12/03/1953,TX,2,2,0,32.17,-94.33,0,0,2,80
1953,3,13,13/03/1953,OK,2,1,0,34.77,-97.95,35.07,-97.75,23.6,100
1953,3,13,13/03/1953,OK,2,2,0,35.07,-97.48,0,0,2,100
1953,3,13,13/03/1953,OK,2,0,0,35.18,-97.25,0,0,1.3,250
1953,3,13,13/03/1953,OK,2,0,0,35,-94.53,0,0,0.1,100
1953,3,13,13/03/1953,OK,3,8,1,34.88,-97.7,0,0,1,100
1953,3,13,13/03/1953,OK,3,11,2,33.92,-97.27,34.32,-96.65,45.3,200
1953,3,13,13/03/1953,TX,4,25,17,33.28,-99.95,33.42,-99.78,13.9,50
1953,3,14,14/03/1953,AR,2,0,0,35.88,-92.23,36.18,-91.7,36.2,333
1953,3,14,14/03/1953,AR,3,0,0,35.22,-93.95,35.55,-93.37,40.1,880
1953,3,14,14/03/1953,AR,3,7,0,35.28,-93.28,35.4,-93.12,12.2,880
1953,3,14,14/03/1953,IL,2,0,0,38.4,-89.47,38.62,-88.73,42.3,200
1953,3,14,14/03/1953,IN,0,0,0,39.58,-87.47,0,0,0.1,100
1953,3,14,14/03/1953,IN,1,0,0,39.65,-87.18,0,0,0.1,100
1953,3,14,14/03/1953,MO,1,1,0,39.22,-90.75,0,0,0.2,10
1953,3,14,14/03/1953,MS,2,0,1,34.67,-88.43,34.7,-88.4,3.3,10
1953,3,14,14/03/1953,TN,1,0,0,36.08,-89.38,0,0,0.2,10
1953,3,14,14/03/1953,TN,1,0,0,35.75,-89.53,0,0,0.2,10
1953,3,14,14/03/1953,TN,2,8,0,35.47,-89.45,35.67,-89.08,24.8,33
1953,3,14,14/03/1953,TN,2,2,0,35.37,-88.78,35.57,-88.43,24,100
1953,3,14,14/03/1953,TN,2,1,0,36.33,-88.77,0,0,0.3,600
1953,3,14,14/03/1953,TN,3,3,0,35.53,-88.97,35.75,-88.62,24.7,100
1953,3,15,15/03/1953,NC,3,1,0,35.77,-78.1,35.75,-77.57,30.1,27
1953,3,18,18/03/1953,AL,2,2,0,30.7,-88.12,0,0,0.1,10
1953,3,18,18/03/1953,IN,1,0,0,40.77,-84.92,40.73,-84.85,3.3,27
1953,3,18,18/03/1953,IN,2,0,0,41.03,-85.13,41.05,-85.07,1.9,33
1953,3,21,21/03/1953,IA,1,2,0,42.23,-95.68,0,0,0.1,10
1953,3,21,21/03/1953,IA,1,0,0,42.05,-95.72,41.93,-95.87,10.9,600
1953,3,21,21/03/1953,IA,2,0,0,41.88,-92.62,42.05,-92.55,11.7,100
1953,3,21,21/03/1953,IA,3,0,0,43.27,-94.63,43.3,-94,31.8,400
1953,3,21,21/03/1953,MN,2,3,1,45.58,-94.08,0,0,0.1,10
1953,3,21,21/03/1953,MS,1,0,0,34.28,-90.65,34.38,-90.55,9,10
1953,3,22,22/03/1953,AL,2,0,0,34.85,-87.62,0,0,1,200
1953,3,22,22/03/1953,LA,2,22,2,31.1,-93.22,33.52,-90.87,234.7,200
1953,3,22,22/03/1953,MS,1,1,0,31.88,-89.95,32.57,-88.42,101.3,10
1953,3,22,22/03/1953,TN,2,0,0,35.93,-89.65,36.15,-89.18,30.1,100
1953,3,29,29/03/1953,OK,1,0,0,34.58,-98.42,0,0,1,100
1953,3,30,30/03/1953,KS,0,0,0,37.03,-97.78,37.27,-97.75,16.1,10
1953,3,31,31/03/1953,MO,1,0,0,38.37,-94.28,0,0,0.2,10
1953,3,31,31/03/1953,MO,1,0,0,38.47,-94,38.48,-93.95,3,10
1953,4,2,02/04/1953,OK,0,0,0,34.92,-97.67,0,0,0.1,10
1953,4,4,04/04/1953,MS,2,0,0,30.85,-89.13,0,0,0.1,100
1953,4,6,06/04/1953,AL,3,12,0,33.32,-87,0,0,0.5,37
1953,4,6,06/04/1953,FL,2,0,0,30.17,-85.7,0,0,0.1,10
1953,4,9,09/04/1953,IL,2,3,0,40.12,-89.45,40.18,-89.35,6.5,30
1953,4,9,09/04/1953,IL,3,22,3,40.18,-88.22,40.32,-85.23,156.7,750
1953,4,9,09/04/1953,KS,1,0,0,38.5,-100.48,0,0,0.4,70
1953,4,12,12/04/1953,AL,1,0,0,33.85,-86.77,0,0,0.5,100
1953,4,12,12/04/1953,FL,2,0,0,30.37,-85.45,0,0,0.1,10
1953,4,13,13/04/1953,FL,1,1,0,27.38,-80.33,0,0,2,10
1953,4,14,14/04/1953,MS,1,0,0,33.73,-88.77,0,0,0.1,10
1953,4,14,14/04/1953,OK,2,0,0,35.5,-97.83,35.3,-97.68,16.2,440
1953,4,14,14/04/1953,OK,2,0,0,34.37,-96.2,0,0,0.3,23
1953,4,15,15/04/1953,OH,1,0,0,39,-84.18,0,0,2,33
1953,4,15,15/04/1953,TN,1,8,0,35.58,-89.28,0,0,0.5,200
1953,4,15,15/04/1953,TN,1,1,0,35.67,-88.38,0,0,1,300
1953,4,15,15/04/1953,TN,1,2,0,35.62,-88.83,0,0,1.5,300
1953,4,15,15/04/1953,TN,1,1,0,36.33,-88.75,0,0,0.5,150
1953,4,16,16/04/1953,NC,2,0,0,35.57,-77.18,0,0,2,100
1953,4,18,18/04/1953,AL,3,495,8,32.6,-85.58,32.48,-84.92,39.8,400
1953,4,18,18/04/1953,GA,2,1,0,32.3,-84.02,0,0,1,200
1953,4,18,18/04/1953,GA,2,2,0,32.32,-84.52,0,0,0.2,700
1953,4,23,23/04/1953,AR,3,0,0,35.48,-94.22,0,0,0.1,880
1953,4,23,23/04/1953,OK,1,0,0,33.95,-95.08,0,0,0.1,10
1953,4,23,23/04/1953,OK,2,1,0,33.9,-94.83,0,0,1,200
1953,4,23,23/04/1953,OK,2,4,1,35.37,-96.08,0,0,1.5,300
1953,4,23,23/04/1953,OK,2,14,1,34.03,-94.57,0,0,0.8,17
1953,4,24,24/04/1953,AR,2,0,0,33.42,-94,0,0,1,100
1953,4,24,24/04/1953,IA,1,0,0,41.83,-91.95,0,0,0.1,10
1953,4,24,24/04/1953,MS,2,0,0,31.72,-91.07,32.58,-89.77,96.7,30
1953,4,27,27/04/1953,CA,2,0,0,37.65,-121,0,0,0.1,10
1953,4,28,28/04/1953,NE,0,0,0,41.73,-98.93,0,0,0.9,30
1953,4,28,28/04/1953,NE,1,0,0,40.88,-97.75,0,0,0.1,10
1953,4,28,28/04/1953,OK,0,0,0,36.45,-99.38,0,0,0.1,27
1953,4,28,28/04/1953,OK,1,0,0,34.45,-95.3,0,0,0.1,100
1953,4,28,28/04/1953,TX,3,3,0,30,-97.17,0,0,0.5,200
1953,4,28,28/04/1953,TX,3,5,1,29.55,-98.53,29.58,-98.47,4.9,200
1953,4,28,28/04/1953,TX,4,15,2,29.57,-98.7,0,0,1,1760
1953,4,29,29/04/1953,LA,2,0,0,32.48,-92.53,32.62,-92.42,11.5,200
1953,4,30,30/04/1953,GA,1,5,0,32.52,-83.88,0,0,1,100
1953,4,30,30/04/1953,GA,2,3,0,32.33,-84.5,0,0,0.3,20
1953,4,30,30/04/1953,GA,2,0,0,32.63,-83.7,32.67,-83.62,5.6,200
1953,4,30,30/04/1953,GA,2,3,1,32.78,-83.5,0,0,0.5,10
1953,4,30,30/04/1953,GA,3,2,1,32.7,-83.35,0,0,2,10
1953,4,30,30/04/1953,GA,4,300,18,32.6,-83.6,0,0,1,333
1953,4,30,30/04/1953,NC,1,0,0,35,-77.67,0,0,0.1,10
1953,4,30,30/04/1953,VA,0,0,0,36.7,-81.98,0,0,1,220
1953,5,1,01/05/1953,AL,1,0,0,33.62,-86.62,0,0,0.1,10
1953,5,1,01/05/1953,AL,2,2,0,33.03,-86.75,0,0,1.5,100
1953,5,1,01/05/1953,AL,4,3,2,32.25,-88.38,0,0,0.1,100
1953,5,1,01/05/1953,AL,4,12,7,33.22,-85.93,33.3,-85.75,12.1,440
1953,5,2,02/05/1953,LA,1,0,0,29.92,-91,0,0,1,100
1953,5,2,02/05/1953,TN,2,0,0,36.03,-84.07,0,0,0.8,100
1953,5,2,02/05/1953,TN,4,8,4,35.52,-84.78,35.53,-84.72,4.2,33
1953,5,2,02/05/1953,VA,2,0,0,36.62,-77.63,0,0,2,100
1953,5,4,04/05/1953,AL,0,0,0,33.4,-86.97,0,0,0.1,10
1953,5,4,04/05/1953,AL,1,2,0,33.92,-87.82,0,0,0.2,67
1953,5,4,04/05/1953,MS,1,0,0,30.85,-89.13,30.9,-89.05,6.2,100
1953,5,4,04/05/1953,MS,2,1,0,31.83,-89.43,0,0,1.5,200
1953,5,4,04/05/1953,MS,2,0,0,34.92,-88.52,34.98,-88.38,8.8,20
1953,5,4,04/05/1953,MS,2,2,0,33.12,-88.57,33.22,-88.45,9.6,100
1953,5,9,09/05/1953,KS,3,0,0,39.8,-97.9,39.98,-97.8,13.5,10
1953,5,9,09/05/1953,NE,1,0,0,42.3,-97.47,0,0,1.5,10
1953,5,9,09/05/1953,NE,2,0,0,40.97,-99.47,0,0,1.5,10
1953,5,9,09/05/1953,NE,3,82,5,40.25,-97.57,40.77,-97.05,46.9,880
1953,5,9,09/05/1953,SD,1,0,0,44.38,-98.23,44.42,-98.2,1.9,440
1953,5,9,09/05/1953,SD,1,0,0,44.57,-97.52,44.67,-97.47,6.8,97
1953,5,10,10/05/1953,AR,2,0,0,35.27,-93.17,35.28,-93.13,2.3,200
1953,5,10,10/05/1953,IA,2,0,0,41.88,-92.45,0,0,0.1,10
1953,5,10,10/05/1953,IA,3,0,0,42.95,-91.33,43.05,-91.28,6.6,400
1953,5,10,10/05/1953,IA,4,0,0,40.87,-93.33,40.93,-93.23,6.4,10
1953,5,10,10/05/1953,IA,4,3,0,43.07,-93.52,43.45,-93.38,26.6,10
1953,5,10,10/05/1953,IA,4,24,2,43.45,-92.4,45.5,-90.42,162,100
1953,5,10,10/05/1953,KS,1,0,0,37.87,-97.6,37.38,-97.12,42.5,10
1953,5,10,10/05/1953,KS,1,0,0,37.33,-96.67,37.43,-96.63,6.9,440
1953,5,10,10/05/1953,KS,1,0,0,37.9,-95.4,0,0,0.5,200
1953,5,10,10/05/1953,KS,3,0,0,38.35,-96.67,38.93,-96.05,52.2,10
1953,5,10,10/05/1953,MN,2,0,0,45.42,-95.75,45.67,-95.73,17,440
1953,5,10,10/05/1953,MN,2,3,6,43.75,-93.2,43.8,-93.07,6.9,67
1953,5,10,10/05/1953,MO,1,0,0,37.55,-91.92,0,0,0.2,10
1953,5,10,10/05/1953,NE,0,0,0,40.63,-95.87,0,0,0.1,33
1953,5,10,10/05/1953,NE,1,0,0,40.93,-97.28,0,0,0.1,10
1953,5,10,10/05/1953,NE,1,0,0,40.18,-95.93,40.05,-95.87,9.7,10
1953,5,10,10/05/1953,OK,1,0,0,34.88,-99.85,34.92,-99.8,3.6,440
1953,5,10,10/05/1953,OK,1,0,0,34.75,-99.65,0,0,0.1,17
1953,5,10,10/05/1953,OK,1,0,0,34.85,-99.53,0,0,0.1,17
1953,5,10,10/05/1953,OK,1,0,0,35.78,-98.75,0,0,0.1,10
1953,5,10,10/05/1953,OK,2,0,0,36.98,-97.62,37.38,-97.12,38.8,10
1953,5,10,10/05/1953,WI,2,27,4,44.83,-92.67,46.25,-91.75,105.7,100
1953,5,11,11/05/1953,OK,1,0,0,34.93,-95.8,0,0,0.1,10
1953,5,11,11/05/1953,OK,1,0,0,34.67,-97.15,0,0,2,33
1953,5,11,11/05/1953,TX,2,0,0,31.32,-96.22,31.37,-96.07,9.5,267
1953,5,11,11/05/1953,TX,4,159,13,31.53,-100.58,31.53,-100.42,9.9,880
1953,5,11,11/05/1953,TX,5,597,114,31.55,-97.15,31.75,-96.88,20.9,583
1953,5,14,14/05/1953,MS,2,1,0,33.6,-88.62,33.82,-88.43,18.7,10
1953,5,14,14/05/1953,TN,1,0,0,35.08,-86.58,0,0,0.1,10
1953,5,16,16/05/1953,KS,1,0,0,38.53,-96.87,0,0,2.5,220
1953,5,16,16/05/1953,LA,0,0,0,32.43,-94,0,0,2,50
1953,5,16,16/05/1953,LA,2,3,0,30.4,-92.23,30.57,-91.93,21.7,150
1953,5,16,16/05/1953,LA,2,0,0,31.98,-93,32.1,-92.53,28.5,200
1953,5,16,16/05/1953,LA,2,2,0,32.3,-92.75,32.3,-92.37,22.5,100
1953,5,16,16/05/1953,TX,3,8,1,31.23,-95.57,31.25,-95.65,5.2,10
1953,5,17,17/05/1953,LA,3,17,0,32.47,-91.75,32.75,-91.13,41.6,100
1953,5,17,17/05/1953,MI,2,0,0,41.78,-85.77,41.85,-85.67,6.4,10
1953,5,17,17/05/1953,NE,0,0,0,42.53,-101.97,42.6,-101.92,4.5,10
1953,5,17,17/05/1953,VA,1,0,0,38.87,-77.85,38.87,-77.73,5.9,10
1953,5,17,17/05/1953,VA,2,0,0,37.2,-80,0,0,1,880
1953,5,18,18/05/1953,LA,1,0,0,30.9,-90.8,0,0,2,67
1953,5,18,18/05/1953,LA,2,1,0,30.75,-92.8,0,0,0.5,33
1953,5,18,18/05/1953,OK,1,0,0,34.15,-97.13,0,0,0.1,10
1953,5,18,18/05/1953,TX,0,0,0,31.8,-95.4,0,0,0.1,10
1953,5,19,19/05/1953,CA,2,0,0,39.75,-122.18,0,0,2,10
1953,5,19,19/05/1953,FL,0,0,0,30.38,-87.25,0,0,0.1,17
1953,5,20,20/05/1953,IA,3,7,0,41.98,-91.57,42.08,-91.02,38.6,400
1953,5,20,20/05/1953,IA,3,0,1,42.15,-93.7,43.43,-92.32,116.1,400
1953,5,21,21/05/1953,MI,4,68,2,42.92,-82.6,42.98,-82.42,10,1760
1953,5,23,23/05/1953,PA,1,0,0,40.65,-76.53,0,0,0.5,27
1953,5,24,24/05/1953,IA,1,0,0,41.6,-92.1,0,0,0.1,500
1953,5,24,24/05/1953,MT,3,0,0,46.98,-104.18,47.1,-104.07,9.3,400
1953,5,26,26/05/1953,MD,1,0,0,38.77,-76.9,0,0,1,200
1953,5,26,26/05/1953,NE,1,0,0,40.6,-99.1,0,0,0.1,10
1953,5,27,27/05/1953,KS,1,0,0,39.58,-100.48,0,0,0.1,10
1953,5,27,27/05/1953,KS,1,0,0,39.82,-100.73,0,0,0.1,10
1953,5,27,27/05/1953,KS,2,0,0,37.17,-101.3,0,0,0.1,10
1953,5,28,28/05/1953,KS,1,0,0,37.03,-100.95,0,0,0.1,50
1953,5,28,28/05/1953,SD,0,0,0,43.93,-104.05,44.12,-103.72,20.6,10
1953,5,28,28/05/1953,WY,2,0,0,43.85,-104.32,44.38,-104.1,38.2,433
1953,5,29,29/05/1953,KS,2,0,0,37.48,-99.92,0,0,0.1,10
1953,5,29,29/05/1953,ND,2,0,0,46.2,-97.13,0,0,0.1,10
1953,5,29,29/05/1953,ND,2,0,0,47.15,-96.93,47.2,-96.87,3.6,100
1953,5,29,29/05/1953,ND,5,20,2,46.45,-100.67,46.63,-100.47,14.8,600
1953,5,29,29/05/1953,NE,1,0,0,41.05,-98.22,0,0,0.1,10
1953,5,29,29/05/1953,SD,1,0,0,45.17,-98.12,0,0,0.1,10
1953,5,29,29/05/1953,SD,2,2,0,45.82,-100.82,0,0,0.5,33
1953,5,29,29/05/1953,SD,2,0,0,44.65,-97.62,44.68,-97.57,1.9,10
1953,5,29,29/05/1953,WY,1,0,0,44.75,-106.17,0,0,0.2,10
1953,5,30,30/05/1953,ND,0,0,0,46.83,-98.67,0,0,0.1,20
1953,5,30,30/05/1953,ND,2,0,0,46.67,-98.68,46.7,-98.57,5.4,10
1953,5,30,30/05/1953,PA,2,0,0,40.4,-79.2,40.4,-79.13,1.9,10
1953,5,31,31/05/1953,SC,1,0,0,32.95,-80.47,32.97,-80.4,4.3,200
1953,5,31,31/05/1953,TX,1,0,0,34.5,-101.8,0,0,0.1,10
1953,6,1,01/06/1953,SC,1,0,0,33.5,-81.03,33.52,-80.98,3,67
1953,6,2,02/06/1953,NE,2,0,0,42.45,-102.2,42.93,-100.77,80,10
1953,6,2,02/06/1953,NE,2,0,0,41.85,-101.52,41.92,-101.23,15,10
1953,6,2,02/06/1953,SD,2,0,0,45,-101.23,45.02,-101.1,5.9,10
1953,6,4,04/06/1953,FL,1,0,0,24.55,-81.77,0,0,0.1,10
1953,6,5,05/06/1953,FL,0,0,0,27.82,-82.7,0,0,0.1,10
1953,6,5,05/06/1953,KS,0,0,0,37.02,-94.73,0,0,0.1,10
1953,6,5,05/06/1953,MI,0,0,0,42.37,-83.42,0,0,1,50
1953,6,5,05/06/1953,MI,2,0,0,43.37,-83.87,43.43,-83.78,5.6,10
1953,6,5,05/06/1953,NE,3,0,0,40.18,-101.67,40.3,-101.55,9.8,10
1953,6,5,05/06/1953,OK,0,0,0,34.82,-99.92,0,0,0.1,27
1953,6,5,05/06/1953,OK,0,0,0,35.08,-98.75,0,0,0.1,250
1953,6,5,05/06/1953,OK,1,0,0,36.1,-98.58,0,0,0.4,100
1953,6,5,05/06/1953,OK,1,0,0,36.83,-95.9,0,0,2,50
1953,6,5,05/06/1953,OK,2,0,0,34.67,-96.75,0,0,0.1,10
1953,6,5,05/06/1953,OK,3,0,0,34.63,-97.17,34.47,-96.95,16.9,10
1953,6,5,05/06/1953,TX,0,0,0,34.85,-100.22,0,0,0.1,10
1953,6,5,05/06/1953,UT,0,0,0,41,-111.88,40.93,-111.75,8,147
1953,6,6,06/06/1953,ME,1,1,0,45.05,-69.3,0,0,0.2,33
1953,6,6,06/06/1953,OK,0,0,0,35.67,-99.6,0,0,0.1,10
1953,6,7,07/06/1953,CO,0,0,0,41,-102.3,0,0,0.1,10
1953,6,7,07/06/1953,CO,0,0,0,40.98,-102.28,0,0,0.1,10
1953,6,7,07/06/1953,CO,0,0,0,40.97,-102.3,0,0,0.1,10
1953,6,7,07/06/1953,CO,1,0,0,40.98,-102.28,0,0,0.1,10
1953,6,7,07/06/1953,CO,1,0,0,41,-102.27,0,0,0.1,10
1953,6,7,07/06/1953,IA,1,0,0,42.17,-94.07,42.18,-94,2.3,100
1953,6,7,07/06/1953,IA,2,0,0,42.75,-96.6,42.87,-96.43,11.3,200
1953,6,7,07/06/1953,IA,2,0,0,42.37,-95.48,43.22,-94.38,49.2,833
1953,6,7,07/06/1953,IA,2,0,0,42.3,-94.3,42.87,-93.75,49,200
1953,6,7,07/06/1953,IA,2,0,0,41.42,-93.92,41.87,-91.75,116,200
1953,6,7,07/06/1953,IA,3,0,0,42.55,-94.7,42.85,-94.25,30.7,200
1953,6,7,07/06/1953,KS,0,0,0,39.53,-99.83,39.57,-99.63,10.9,10
1953,6,7,07/06/1953,KS,0,0,0,38.55,-97.15,38.67,-96.97,12.6,10
1953,6,7,07/06/1953,KS,1,0,0,39.35,-100.05,0,0,0.1,10
1953,6,7,07/06/1953,KS,2,0,0,39.35,-99.85,0,0,0.1,10
1953,6,7,07/06/1953,MN,1,0,0,43.75,-94.68,43.98,-94.47,19.1,10
1953,6,7,07/06/1953,MT,0,0,0,47.28,-112.17,0,0,0.1,10
1953,6,7,07/06/1953,NE,0,0,0,40.83,-98.22,40.88,-98.15,4.1,10
1953,6,7,07/06/1953,NE,0,0,0,40.3,-98.85,0,0,9,33
1953,6,7,07/06/1953,NE,0,1,0,42.45,-96.87,0,0,1.5,10
1953,6,7,07/06/1953,NE,0,5,0,41.6,-96.55,0,0,1,10
